Krok,Czas_[ms],Zasieg_cieczy_LPL_[mm],Zasieg_pary_VPL_[mm],Predkosc_czola_[m/s],Srednica_czola_SMD_[um]
000000,0.00000,0.0000,0.0000,0.0000,0.0000
000010,0.97637,0.0000,0.0093,0.0000,0.0000
000020,1.95275,0.0000,0.0279,0.0000,0.0000
000030,2.92912,0.0000,0.0279,0.0000,0.0000
000040,3.90550,0.0000,0.0465,0.0000,0.0000
000050,4.88187,0.0279,0.0465,1183.2284,0.0000
000060,5.85825,0.0279,0.0651,1435.0402,0.0000
000070,6.83462,0.0465,0.0651,1468.8279,0.0000
000080,7.81100,0.0465,0.0651,1697.4188,0.0000
000090,8.78737,0.0465,0.0838,1930.9562,0.0000
000100,9.76375,0.0651,0.0838,1934.3378,0.0000
000110,10.74010,0.0651,0.1024,2152.8678,0.0000
000120,11.71650,0.0651,0.1024,2377.2107,0.0000
000130,12.69290,0.0838,0.1210,2362.7203,0.0000
000140,13.66920,0.0838,0.1210,2576.7369,0.0000
000150,14.64560,0.1024,0.1210,2564.2586,0.0000
000160,15.62200,0.1024,0.1396,2770.9392,0.0000
000170,16.59840,0.1024,0.1396,2984.1733,0.0000
000180,17.57470,0.1210,0.1582,2961.5783,0.0000
000190,18.55110,0.1210,0.1582,3169.7121,0.0000
000200,19.52750,0.1396,0.1582,3150.0375,0.0000
000210,20.50390,0.1396,0.1768,3354.7059,0.0000
000220,21.48020,0.1582,0.1768,3337.4627,0.0000
000230,22.45660,0.1582,0.1954,3539.9792,0.0000
000240,23.43300,0.1582,0.1954,3749.8038,0.0000
000250,24.40940,0.1768,0.2141,3726.3006,0.0000
000260,25.38570,0.1768,0.2141,3935.1610,0.0000
000270,26.36210,0.1954,0.2327,3914.3266,0.0000
000280,27.33850,0.1954,0.2327,4123.1311,0.0000
000290,28.31490,0.2141,0.2513,4104.7142,0.0000
000300,29.29120,0.2141,0.2513,4314.2593,0.0000
000310,30.26760,0.2327,0.2513,4298.0362,0.0000
000320,31.24400,0.2327,0.2699,4509.0345,0.0000
000330,32.22040,0.2513,0.2699,4494.8655,0.0000
000340,33.19670,0.2513,0.2885,4707.9738,0.0000
000350,34.17310,0.2699,0.2885,4695.7471,0.0000
000360,35.14950,0.2699,0.3071,4911.5802,0.0000
000370,36.12590,0.2885,0.3071,4901.2259,0.0000
000380,37.10220,0.2885,0.3257,5120.3708,0.0000
000390,38.07860,0.3071,0.3444,5111.8191,0.0000
000400,39.05500,0.3071,0.3444,5334.8205,0.0000
000410,40.03140,0.3257,0.3630,5328.0574,0.0000
000420,41.00770,0.3257,0.3630,5555.4605,0.0000
000430,41.98410,0.3444,0.3816,5550.4581,0.0000
000440,42.96050,0.3444,0.3816,5782.7379,0.0000
000450,43.93690,0.3630,0.4002,5779.4821,0.0000
000460,44.91320,0.3816,0.4002,5781.9274,0.0000
000470,45.88960,0.3816,0.4188,6015.5208,0.0000
000480,46.86600,0.4002,0.4374,6019.4892,0.0000
000490,47.84240,0.4002,0.4374,6258.8256,0.0000
000500,48.81870,0.4188,0.4560,6264.2612,0.0000
000510,49.79510,0.4374,0.4560,6274.5177,0.0000
000520,50.77150,0.4374,0.4747,6516.1458,0.0000
000530,51.74790,0.4560,0.4933,6527.5480,0.0000
000540,52.72420,0.4560,0.4933,6774.6537,0.0000
000550,53.70060,0.4747,0.5119,6786.8944,0.0000
000560,54.67700,0.4933,0.5119,6803.2293,0.0000
000570,55.65340,0.4933,0.5305,7051.4667,0.0000
000580,56.62970,0.5119,0.5491,7068.0252,0.0000
000590,57.60610,0.5305,0.5491,7088.0910,0.0000
000600,58.58250,0.5305,0.5677,7335.8673,0.0000
000610,59.55890,0.5491,0.5863,7355.4161,0.0000
000620,60.53520,0.5677,0.5863,7377.9273,0.0000
000630,61.51160,0.5677,0.6050,7623.1604,0.0000
000640,62.48800,0.5863,0.6236,7644.3162,0.0000
000650,63.46440,0.6050,0.6236,7667.9591,0.0000
000660,64.44070,0.6050,0.6422,7908.4553,0.0000
000670,65.41710,0.6236,0.6608,7929.9744,0.0000
000680,66.39350,0.6422,0.6608,7953.5056,0.0000
000690,67.36990,0.6422,0.6794,8187.3504,0.0000
000700,68.34620,0.6608,0.6980,8208.1568,0.0000
000710,69.32260,0.6794,0.7166,8230.5981,0.0000
000720,70.29900,0.6980,0.7166,8254.4507,0.0000
000730,71.27540,0.6980,0.7353,8475.6077,0.0000
000740,72.25170,0.7166,0.7539,8496.2045,0.0000
000750,73.22810,0.7353,0.7539,8517.9611,0.0000
000760,74.20450,0.7353,0.7725,8730.1332,0.0000
000770,75.18090,0.7539,0.7911,8748.4104,0.0000
000780,76.15720,0.7725,0.8097,8767.6378,0.0000
000790,77.13360,0.7911,0.8097,8787.6477,0.0000
000800,78.11000,0.7911,0.8283,8986.2237,0.0000
000810,79.08640,0.8097,0.8469,9002.6843,0.0000
000820,80.06270,0.8283,0.8655,9019.8297,0.0000
000830,81.03910,0.8469,0.8655,9037.5480,0.0000
000840,82.01550,0.8469,0.8842,9223.0309,0.0000
000850,82.99190,0.8655,0.9028,9237.2698,0.0000
000860,83.96820,0.8842,0.9214,9252.0257,0.0000
000870,84.94460,0.9028,0.9214,9267.1868,0.0000
000880,85.92100,0.9028,0.9400,9440.4290,0.0000
000890,86.89740,0.9214,0.9586,9452.2925,0.0000
000900,87.87370,0.9400,0.9772,9464.5471,0.0000
000910,88.85010,0.9586,0.9772,9477.1092,0.0000
000920,89.82650,0.9586,0.9958,9639.1168,0.0000
000930,90.80290,0.9772,1.0145,9648.6187,0.0000
000940,91.77920,0.9958,1.0331,9658.4281,0.0000
000950,92.75560,1.0145,1.0331,9668.4749,0.0000
000960,93.73200,1.0145,1.0517,9820.2959,0.0000
000970,94.70840,1.0331,1.0703,9827.5202,0.0000
000980,95.68470,1.0517,1.0889,9834.9959,0.0000
000990,96.66110,1.0703,1.1075,9842.6813,0.0000
001000,97.63750,1.0889,1.1075,9850.5623,0.0000
001010,98.61390,1.0889,1.1261,9990.3941,0.0000
001020,99.59020,1.1075,1.1448,9995.7040,0.0000
001030,100.56700,1.1261,1.1634,10001.2095,0.0000
001040,101.54300,1.1448,1.1634,10006.8688,0.0000
001050,102.51900,1.1448,1.1820,10138.6519,0.0000
001060,103.49600,1.1634,1.2006,10141.9776,0.0000
001070,104.47200,1.1820,1.2192,10145.4709,0.0000
001080,105.44800,1.2006,1.2192,10149.1180,0.0000
001090,106.42500,1.2006,1.2378,10273.6349,0.0000
001100,107.40100,1.2192,1.2564,10275.1441,0.0000
001110,108.37800,1.2378,1.2751,10276.8069,0.0000
001120,109.35400,1.2564,1.2751,10278.6234,0.0000
001130,110.33000,1.2751,1.2937,10280.5518,0.0000
001140,111.30700,1.2751,1.3123,10396.4192,0.0000
001150,112.28300,1.2937,1.3309,10396.4192,0.0000
001160,113.25900,1.3123,1.3309,10396.5729,0.0000
001170,114.23600,1.3309,1.3495,10396.8384,0.0000
001180,115.21200,1.3309,1.3681,10506.9208,0.0000
001190,116.18900,1.3495,1.3867,10505.4117,0.0000
001200,117.16500,1.3681,1.3867,10504.0423,0.0000
001210,118.14100,1.3867,1.4054,10502.7987,0.0000
001220,119.11800,1.3867,1.4240,10607.6132,0.0000
001230,120.09400,1.4054,1.4426,10604.7207,0.0000
001240,121.07000,1.4240,1.4426,10601.9679,0.0000
001250,122.04700,1.4426,1.4612,10599.3409,0.0000
001260,123.02300,1.4612,1.4798,10596.8257,0.0000
001270,124.00000,1.4612,1.4984,10695.1984,0.0000
001280,124.97600,1.4798,1.4984,10691.1881,0.0000
001290,125.95200,1.4984,1.5170,10687.3035,0.0000
001300,126.92900,1.5170,1.5356,10683.5446,0.0000
001310,127.90500,1.5170,1.5543,10777.5996,0.0000
001320,128.88100,1.5356,1.5543,10772.4434,0.0000
001330,129.85800,1.5543,1.5729,10767.4130,0.0000
001340,130.83400,1.5729,1.5915,10762.4943,0.0000
001350,131.81100,1.5915,1.6101,10757.6875,0.0000
001360,132.78700,1.5915,1.6101,10846.3767,0.0000
001370,133.76300,1.6101,1.6287,10840.2982,0.0000
001380,134.74000,1.6287,1.6473,10834.3316,0.0000
001390,135.71600,1.6473,1.6473,10828.4767,0.0000
001400,136.69200,1.6473,1.6660,10913.5468,0.0000
001410,137.66900,1.6660,1.6846,10906.4902,0.0000
001420,138.64500,1.6846,1.6846,10899.5734,0.0000
001430,139.62200,1.7032,1.7032,10892.7544,0.0000
001440,140.59800,1.7032,1.7218,10974.4568,0.0000
001450,141.57400,1.7218,1.7218,10966.5199,0.0000
001460,142.55100,1.7404,1.7404,10958.7088,0.0000
001470,143.52700,1.7590,1.7590,10951.0095,0.0000
001480,144.50300,1.7776,1.7590,10943.4079,0.0000
001490,145.48000,1.7776,1.7776,11020.7926,0.0000
001500,146.45600,1.7962,1.7962,11012.1710,0.0000
001510,147.43300,1.8149,1.8149,11003.6473,0.0000
001520,148.40900,1.8335,1.8335,10995.2493,0.0000
001530,149.38500,1.8335,1.8335,11069.7275,0.0000
001540,150.36200,1.8521,1.8521,11060.3513,0.0000
001550,151.33800,1.8707,1.8707,11051.1009,0.0000
001560,152.31400,1.8893,1.8893,11041.9623,0.0000
001570,153.29100,1.9079,1.9079,11032.9215,0.0000
001580,154.26700,1.9079,1.9265,11103.6549,0.0000
001590,155.24400,1.9265,1.9265,11093.7198,0.0000
001600,156.22000,1.9452,1.9452,11083.9105,0.0000
001610,157.19600,1.9638,1.9638,11074.1990,0.0000
001620,158.17300,1.9638,1.9824,11142.4730,0.0000
001630,159.14900,1.9824,1.9824,11131.9231,0.0000
001640,160.12500,2.0010,2.0010,11121.4989,0.0000
001650,161.10200,2.0196,2.0196,11111.1866,0.0000
001660,162.07800,2.0196,2.0382,11177.1690,0.0000
001670,163.05500,2.0382,2.0568,11166.0741,0.0000
001680,164.03100,2.0568,2.0568,11155.0910,0.0000
001690,165.00700,2.0755,2.0755,11144.2197,0.0000
001700,165.98400,2.0941,2.0941,11133.4602,0.0000
001710,166.96000,2.0941,2.1127,11196.5081,0.0000
001720,167.93600,2.1127,2.1127,11185.0080,0.0000
001730,168.91300,2.1313,2.1313,11173.6057,0.0000
001740,169.88900,2.1499,2.1499,11162.2733,0.0000
001750,170.86600,2.1499,2.1685,11223.4628,0.0000
001760,171.84200,2.1685,2.1871,11211.4038,0.0000
001770,172.81800,2.1871,2.1871,11199.4286,0.0000
001780,173.79500,2.2058,2.2058,11187.4953,0.0000
001790,174.77100,2.2058,2.2244,11246.9940,0.0000
001800,175.74700,2.2244,2.2430,11234.3621,0.0000
001810,176.72400,2.2430,2.2430,11221.8000,0.0000
001820,177.70000,2.2616,2.2616,11209.2938,0.0000
001830,178.67700,2.2616,2.2802,11267.2135,0.0000
001840,179.65300,2.2802,2.2988,11254.0366,0.0000
001850,180.62900,2.2988,2.2988,11240.9016,0.0000
001860,181.60600,2.3174,2.3174,11227.8365,0.0000
001870,182.58200,2.3360,2.3360,11214.8273,0.0000
001880,183.55800,2.3360,2.3547,11270.5532,0.0000
001890,184.53500,2.3547,2.3547,11256.8872,0.0000
001900,185.51100,2.3733,2.3733,11243.2771,0.0000
001910,186.48800,2.3919,2.3919,11229.7089,0.0000
001920,187.46400,2.3919,2.4105,11284.0515,0.0000
001930,188.44000,2.4105,2.4105,11269.8405,0.0000
001940,189.41700,2.4291,2.4291,11255.6995,0.0000
001950,190.39300,2.4477,2.4477,11241.6003,0.0000
001960,191.36900,2.4477,2.4664,11294.6154,0.0000
001970,192.34600,2.4664,2.4664,11279.8734,0.0000
001980,193.32200,2.4850,2.4850,11265.2014,0.0000
001990,194.29900,2.5036,2.5036,11250.5852,0.0000
002000,195.27500,2.5036,2.5036,11302.2868,0.0000
002010,196.25100,2.5222,2.5222,11287.0278,0.0000
002020,197.22800,2.5408,2.5408,11271.8387,0.0000
002030,198.20400,2.5594,2.5594,11256.7055,0.0000
002040,199.18000,2.5594,2.5594,11307.1216,0.0000
002050,200.15700,2.5780,2.5780,11291.3456,0.0000
002060,201.13300,2.5966,2.5966,11275.6535,0.0000
002070,202.11000,2.6153,2.6153,11260.0172,0.0000
002080,203.08600,2.6153,2.6153,11309.1896,0.0000
002090,204.06200,2.6339,2.6339,11292.9386,0.0000
002100,205.03900,2.6525,2.6525,11276.7574,0.0000
002110,206.01500,2.6711,2.6711,11260.6460,0.0000
002120,206.99100,2.6711,2.6711,11308.6586,0.0000
002130,207.96800,2.6897,2.6897,11291.9465,0.0000
002140,208.94400,2.7083,2.7083,11275.3181,0.0000
002150,209.92100,2.7269,2.7269,11258.7457,0.0000
002160,210.89700,2.7269,2.7269,11305.7103,0.0000
002170,211.87300,2.7456,2.7456,11288.5649,0.0000
002180,212.85000,2.7642,2.7642,11271.5034,0.0000
002190,213.82600,2.7828,2.7828,11254.5257,0.0000
002200,214.80200,2.7828,2.7828,11300.5261,0.0000
002210,215.77900,2.8014,2.8014,11282.9755,0.0000
002220,216.75500,2.8200,2.8200,11265.5228,0.0000
002230,217.73200,2.8386,2.8386,11248.1399,0.0000
002240,218.70800,2.8386,2.8386,11293.2879,0.0000
002250,219.68400,2.8572,2.8572,11275.3600,0.0000
002260,220.66100,2.8759,2.8759,11257.5300,0.0000
002270,221.63700,2.8945,2.8759,11239.7838,0.0000
002280,222.61300,2.8945,2.8945,11284.1633,0.0000
002290,223.59000,2.9131,2.9131,11265.8861,0.0000
002300,224.56600,2.9317,2.9317,11247.6927,0.0000
002310,225.54300,2.9503,2.9317,11229.6111,0.0000
002320,226.51900,2.9503,2.9503,11273.3059,0.0000
002330,227.49500,2.9689,2.9689,11254.6934,0.0000
002340,228.47200,2.9875,2.9875,11236.1926,0.0000
002350,229.44800,3.0062,2.9875,11217.7757,0.0000
002360,230.42400,3.0062,3.0062,11260.8556,0.0000
002370,231.40100,3.0248,3.0248,11241.9496,0.0000
002380,232.37700,3.0434,3.0434,11223.1414,0.0000
002390,233.35400,3.0620,3.0434,11204.4311,0.0000
002400,234.33000,3.0620,3.0620,11246.9521,0.0000
002410,235.30600,3.0806,3.0806,11227.7666,0.0000
002420,236.28300,3.0992,3.0806,11208.6790,0.0000
002430,237.25900,3.1178,3.0992,11189.7031,0.0000
002440,238.23500,3.1178,3.1178,11231.7211,0.0000
002450,239.21200,3.1365,3.1365,11212.2701,0.0000
002460,240.18800,3.1551,3.1365,11192.9309,0.0000
002470,241.16500,3.1737,3.1551,11173.7035,0.0000
002480,242.14100,3.1737,3.1737,11215.2604,0.0000
002490,243.11700,3.1923,3.1923,11195.5719,0.0000
002500,244.09400,3.2109,3.1923,11175.9952,0.0000
002510,245.07000,3.2109,3.2109,11217.7198,0.0000
002520,246.04600,3.2295,3.2295,11197.6819,0.0000
002530,247.02300,3.2481,3.2481,11177.7698,0.0000
002540,247.99900,3.2668,3.2481,11157.9835,0.0000
002550,248.97600,3.2668,3.2668,11199.3028,0.0000
002560,249.95200,3.2854,3.2854,11179.0693,0.0000
002570,250.92800,3.3040,3.2854,11158.9616,0.0000
002580,251.90500,3.3226,3.3040,11138.9797,0.0000
002590,252.88100,3.3226,3.3226,11179.9077,0.0000
002600,253.85700,3.3412,3.3412,11159.4926,0.0000
002610,254.83400,3.3598,3.3412,11139.2032,0.0000
002620,255.81000,3.3784,3.3598,11119.0536,0.0000
002630,256.78700,3.3784,3.3784,11159.6184,0.0000
002640,257.76300,3.3970,3.3784,11139.0355,0.0000
002650,258.73900,3.4157,3.3970,11118.5925,0.0000
002660,259.71600,3.4157,3.4157,11159.3808,0.0000
002670,260.69200,3.4343,3.4343,11138.5046,0.0000
002680,261.66800,3.4529,3.4343,11117.7820,0.0000
002690,262.64500,3.4715,3.4529,11097.1852,0.0000
002700,263.62100,3.4715,3.4715,11137.6242,0.0000
002710,264.59800,3.4901,3.4715,11116.6222,0.0000
002720,265.57400,3.5087,3.4901,11095.7599,0.0000
002730,266.55000,3.5274,3.5087,11075.0513,0.0000
002740,267.52700,3.5274,3.5274,11115.1271,0.0000
002750,268.50300,3.5460,3.5274,11094.0132,0.0000
002760,269.47900,3.5646,3.5460,11073.0392,0.0000
002770,270.45600,3.5646,3.5646,11113.3385,0.0000
002780,271.43200,3.5832,3.5832,11091.9592,0.0000
002790,272.40900,3.6018,3.5832,11070.7475,0.0000
002800,273.38500,3.6204,3.6018,11049.6757,0.0000
002810,274.36100,3.6204,3.6204,11089.6256,0.0000
002820,275.33800,3.6390,3.6204,11068.1625,0.0000
002830,276.31400,3.6576,3.6390,11046.8670,0.0000
002840,277.29000,3.6763,3.6576,11025.7113,0.0000
002850,278.26700,3.6763,3.6763,11065.2979,0.0000
002860,279.24300,3.6949,3.6763,11043.7649,0.0000
002870,280.22000,3.7135,3.6949,11022.3996,0.0000
002880,281.19600,3.7135,3.7135,11062.1679,0.0000
002890,282.17200,3.7321,3.7135,11040.4113,0.0000
002900,283.14900,3.7507,3.7321,11018.8224,0.0000
002910,284.12500,3.7693,3.7507,10997.3872,0.0000
002920,285.10100,3.7693,3.7693,11036.7922,0.0076
002930,286.07800,3.7879,3.7693,11014.9937,0.0076
002940,287.05400,3.8065,3.7879,10993.3489,0.0076
002950,288.03100,3.8065,3.8065,11032.9215,0.0076
002960,289.00700,3.8252,3.8065,11010.9134,0.0076
002970,289.98300,3.8438,3.8252,10989.0730,0.0076
002980,290.96000,3.8624,3.8438,10967.4003,0.0076
002990,291.93600,3.8624,3.8438,11006.5817,0.0076
003000,292.91200,3.8810,3.8624,10984.5456,0.0076
003010,293.88900,3.8996,3.8810,10962.6773,0.0076
003020,294.86500,3.8996,3.8996,11002.0124,0.0075
003030,295.84200,3.9182,3.8996,10979.7807,0.0075
003040,296.81800,3.9369,3.9182,10957.7307,0.0075
003050,297.79400,3.9555,3.9369,10935.8344,0.0075
003060,298.77100,3.9555,3.9369,10974.7782,0.0075
003070,299.74700,3.9741,3.9555,10952.5326,0.0075
003080,300.72300,3.9927,3.9741,10930.4686,0.0075
003090,301.70000,3.9927,3.9927,10969.5242,0.0075
003100,302.67600,4.0113,3.9927,10947.1109,0.0076
003110,303.65300,4.0299,4.0113,10924.8792,0.0076
003120,304.62900,4.0485,4.0299,10902.8012,0.0076
003130,305.60500,4.0485,4.0299,10941.4517,0.0076
003140,306.58200,4.0671,4.0485,10919.0523,0.0076
003150,307.55800,4.0858,4.0671,10896.8206,0.0076
003160,308.53400,4.0858,4.0671,10935.5549,0.0076
003170,309.51100,4.1044,4.0858,10913.0018,0.0077
003180,310.48700,4.1230,4.1044,10890.6025,0.0077
003190,311.46400,4.1416,4.1230,10868.3848,0.0077
003200,312.44000,4.1416,4.1230,10906.7138,0.0078
003210,313.41600,4.1602,4.1416,10884.1747,0.0078
003220,314.39300,4.1788,4.1602,10861.8033,0.0079
003230,315.36900,4.1788,4.1602,10900.1882,0.0079
003240,316.34500,4.1974,4.1788,10877.4954,0.0080
003250,317.32200,4.2161,4.1974,10854.9843,0.0081
003260,318.29800,4.2161,4.1974,10893.4251,0.0082
003270,319.27500,4.2347,4.2161,10870.6065,0.0082
003280,320.25100,4.2533,4.2347,10847.9556,0.0083
003290,321.22700,4.2719,4.2533,10825.4724,0.0084
003300,322.20400,4.2719,4.2533,10863.4661,0.0085
003310,323.18000,4.2905,4.2719,10840.6895,0.0086
003320,324.15600,4.3091,4.2905,10818.0805,0.0086
003330,325.13300,4.3091,4.2905,10856.1021,0.0087
003340,326.10900,4.3278,4.3091,10833.1997,0.0087
003350,327.08600,4.3464,4.3278,10810.4650,0.0087
003360,328.06200,4.3650,4.3278,10787.9119,0.0088
003370,329.03800,4.3650,4.3464,10825.4724,0.0088
003380,330.01500,4.3836,4.3650,10802.6259,0.0088
003390,330.99100,4.4022,4.3650,10779.9471,0.0088
003400,331.96700,4.4022,4.3836,10817.5216,0.0089
003410,332.94400,4.4208,4.4022,10794.5493,0.0089
003420,333.92000,4.4394,4.4208,10771.7727,0.0089
003430,334.89700,4.4394,4.4208,10809.3192,0.0089
003440,335.87300,4.4580,4.4394,10786.2491,0.0089
003450,336.84900,4.4767,4.4580,10763.3607,0.0089
003460,337.82600,4.4953,4.4580,10740.6539,0.0089
003470,338.80200,4.4953,4.4767,10777.7253,0.0089
003480,339.77800,4.5139,4.4953,10754.7391,0.0089
003490,340.75500,4.5325,4.4953,10731.9205,0.0089
003500,341.73100,4.5325,4.5139,10768.9640,0.0089
003510,342.70800,4.5511,4.5325,10745.8800,0.0089
003520,343.68400,4.5697,4.5325,10722.9636,0.0089
003530,344.66000,4.5697,4.5511,10759.9651,0.0089
003540,345.63700,4.5883,4.5697,10736.7833,0.0089
003550,346.61300,4.6070,4.5883,10713.7831,0.0089
003560,347.58900,4.6070,4.5883,10750.7427,0.0089
003570,348.56600,4.6256,4.6070,10727.4770,0.0089
003580,349.54200,4.6442,4.6256,10704.3929,0.0089
003590,350.51900,4.6628,4.6256,10681.4766,0.0089
003600,351.49500,4.6628,4.6442,10717.9192,0.0090
003610,352.47100,4.6814,4.6628,10694.7513,0.0090
003620,353.44800,4.7000,4.6628,10671.7650,0.0090
003630,354.42400,4.7000,4.6814,10708.1378,0.0090
003640,355.40000,4.7186,4.7000,10684.9000,0.0090
003650,356.37700,4.7373,4.7000,10661.8439,0.0090
003660,357.35300,4.7373,4.7186,10698.1329,0.0090
003670,358.33000,4.7559,4.7373,10674.8112,0.0090
003680,359.30600,4.7745,4.7373,10651.6853,0.0090
003690,360.28200,4.7745,4.7559,10687.8904,0.0090
003700,361.25900,4.7931,4.7745,10664.4989,0.0090
003710,362.23500,4.8117,4.7745,10641.3030,0.0090
003720,363.21100,4.8303,4.7931,10618.2888,0.0090
003730,364.18800,4.8303,4.8117,10653.9629,0.0090
003740,365.16400,4.8489,4.8117,10630.7112,0.0090
003750,366.14100,4.8675,4.8303,10607.6271,0.0090
003760,367.11700,4.8675,4.8489,10643.1894,0.0090
003770,368.09300,4.8862,4.8675,10619.8818,0.0090
003780,369.07000,4.9048,4.8675,10596.7419,0.0090
003790,370.04600,4.9048,4.8862,10632.1924,0.0090
003800,371.02200,4.9234,4.9048,10608.8289,0.0090
003810,371.99900,4.9420,4.9048,10585.6330,0.0090
003820,372.97500,4.9420,4.9234,10620.9717,0.0090
003830,373.95200,4.9606,4.9420,10597.5523,0.0090
003840,374.92800,4.9792,4.9420,10574.3146,0.0090
003850,375.90400,4.9792,4.9606,10609.5136,0.0090
003860,376.88100,4.9979,4.9792,10586.0522,0.0091
003870,377.85700,5.0165,4.9792,10562.7586,0.0091
003880,378.83300,5.0165,4.9979,10597.8318,0.0091
003890,379.81000,5.0351,5.0165,10574.3146,0.0091
003900,380.78600,5.0537,5.0165,10550.9930,0.0091
003910,381.76300,5.0537,5.0351,10585.9125,0.0091
003920,382.73900,5.0723,5.0537,10562.3673,0.0091
003930,383.71500,5.0909,5.0537,10539.0177,0.0091
003940,384.69200,5.1095,5.0723,10515.8359,0.0091
003950,385.66800,5.1095,5.0909,10550.1965,0.0091
003960,386.64400,5.1281,5.0909,10526.8050,0.0091
003970,387.62100,5.1468,5.1095,10503.5952,0.0091
003980,388.59700,5.1468,5.1281,10537.8021,0.0091
003990,389.57400,5.1654,5.1281,10514.3826,0.0091
004000,390.55000,5.1840,5.1468,10491.1449,0.0091
004010,391.52600,5.1840,5.1654,10525.1981,0.0091
004020,392.50300,5.2026,5.1654,10501.7507,0.0092
004030,393.47900,5.2212,5.1840,10478.4850,0.0092
004040,394.45500,5.2212,5.2026,10512.3565,0.0092
004050,395.43200,5.2398,5.2026,10488.8952,0.0092
004060,396.40800,5.2584,5.2212,10465.6015,0.0092
004070,397.38500,5.2584,5.2398,10499.3053,0.0092
004080,398.36100,5.2771,5.2398,10475.8161,0.0092
004090,399.33700,5.2957,5.2584,10452.5224,0.0092
004100,400.31400,5.2957,5.2771,10486.0446,0.0092
004110,401.29000,5.3143,5.2771,10462.5413,0.0092
004120,402.26600,5.3329,5.2957,10439.2197,0.0092
004130,403.24300,5.3329,5.3143,10472.5463,0.0092
004140,404.21900,5.3515,5.3143,10449.0430,0.0092
004150,405.19600,5.3701,5.3329,10425.7074,0.0092
004160,406.17200,5.3701,5.3515,10458.8524,0.0092
004170,407.14800,5.3887,5.3515,10435.3351,0.0092
004180,408.12500,5.4074,5.3701,10411.9995,0.0092
004190,409.10100,5.4074,5.3887,10444.9488,0.0092
